gid,clave_de_centro_de_trabajo,nombre_de_centro_de_trabajo,latitud,longitud,tipo_de_vialidad,nombre_de_calle,numero_exterior,numero_interior,nombre_del_proveedor_mc,tipo_de_conectividad,estatus
85877,09DPR2090K,REPUBLICA DE MADAGASCAR,19.347065,-99.052054,CALLE,LICENCIADO IGNACIO L VALLARTA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
85876,09DPR2089V,24 DE FEBRERO,19.368471,-99.012979,CALLE,TITO FERRER,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85775,09DPR1332K,CUAUHTEMOC,19.355079,-99.024501,AVENIDA,MÉXICO,22,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85772,09DPR1322D,EL AMO TORRES,19.342101,-99.041129,AVENIDA,5 DE MAYO,115,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
85771,09DPR1316T,ENRIQUE LAUBSCHER,19.359566,-99.093933,CALLE,MANUEL GONZÁLEZ,134,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85770,09DPR1307L,ESTADO DE MORELOS,19.362215,-99.011764,AVENIDA,YUCATÁN,2,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85769,09DPR1300S,FRAY MARTIN DE VALENCIA,19.363616,-99.070614,CALLE,SUR 21,230,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85768,09DPR1296W,GREGORIO MARÍAS,19.340035,-99.040204,CALLE,BENITO JUÁREZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
85767,09DPR1294Y,GUSTAVO A. MADERO,19.337721,-99.108074,CALLE,CUAUHTÉMOC,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,IMPLEMENTADO
71346,-,PLANTA DE LAVADO DE ROPA HOSPITALARIA DE ORIENTE,19.352006,-99.069678,AVENIDA,HIDALGO,650,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71342,DFIMS000365,HOSPITAL GENERAL DE ZONA NO. 47 VICENTE GUERRERO,19.3576,-99.0533,AVENIDA,CAMPAÑA DE ÉBANO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71337,-,SUBDELEGACIÓN 10 CHURUBUSCO,19.3689084,-99.12080304,AVENIDA,RÍO CHURUBUSCO,609,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
71067,DFSSA001511,HOSPITAL PEDIÁTRICO IZTAPALAPA,19.35655,-99.107131,CALZADA,ERMITA IZTAPALAPA,780,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71060,DFSSA001926,HOSPITAL MATERNO INFANTIL MAGDALENA CONTRERAS,19.359004,-99.092623,AVENIDA,LUIS CABRERA,619,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71056,DFSSA018142,CLÍNICA HOSPITAL EMILIANO ZAPATA,19.3395,-98.9813,CALLE,CUCO SÁNCHEZ,71,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71053,DFSSA004265,HOSPITAL DE ESPECIALIDADES DE LA CIUDAD DE MEXICO DR. BELISARÍO DOMÍNGUEZ,19.3428,-99.05,AVENIDA,TLÁHUAC,4866,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71049,-,FACULTAD DE ESTUDIOS SUPERIORES ZARAGOZA CAMPO 2.,19.371843,-99.034676,CALLE,BATALLA 5 DE MAYO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
71030,-,CETIS NÚMERO 6,19.34479611,-99.10619111,CALZADA,DE TLÁHUAC,50,SIN NÚMERO,TOTAL PLAY,GRANDES ANCHOS DE BANDA,OPERACIÓN
70832,09DES4098J,FEDERICO FROEBEL,19.347026,-99.044483,CALLE,55,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,INSTALADO
70790,09DPR5025E,PROFR. JESUS SOTELO INCLAN,19.314598,-99.074092,CALLE,ACCIÓN SOCIAL,31,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70789,09DPR1204P,PROFESOR GRACIANO SANCHEZ,19.332451,-99.107639,CALLE,AGRARIO,11,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70788,09DPR5038I,RUFINO TAMAYO,19.372627,-99.005248,CALLE,ENCINOS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70050,09NDI0668J,LA NORMA,19.356822,-99.081923,CALLE,MINA,70,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70049,09NDI0661Q,PASTORCITO DE OAXACA,19.354845,-99.035838,CALLE,FRANCISCO VILLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70048,09NDI0660R,NIÑOS HEROES,19.356859,-99.051216,CALLE,CAMPAÑA DEL ÉBANO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70047,09NDI0643A,PARAJE ZACATEPEC,19.353253,-99.01712,EJE VIAL,6 SUR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70046,09NDI0567L,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 83,19.387583,-99.04714,CALLE,TELECOMUNICACIONES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
70045,09NDI0566M,CENTRO DE ATENCIÓN PARA EL DESARROLLO INFANTILDIF NÚMERO 79 SANTA MARÍA AZTAHUACÁN,19.358333,-99.093056,CALLE,MANUEL ACUÑA,43,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70042,09NDI0357G,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL JUAN DE LA BARRERA,19.392331,-99.043642,CALLE,GENERAL ENRÍQUEZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70041,09NDI0356H,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL MAGDALENA ATLAZOLPA,19.377549,-99.109336,AVENIDA,DEL ROSAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70040,09NDI0355I,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL LUCRECIA TORIZ,19.36284,-99.11415,CALLE,RODOLFO USIGLI,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
70038,09NDI0129M,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL SANTA MARÍA AZTAHUACÁN,19.349585,-99.022915,CALLE,EJIDO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70037,09NDI0126P,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL SN ANDRÉS TETEPILCO,19.37269,-99.129979,CALLE,NORMANDIA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70036,09NDI0125Q,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL SAN LORENZO TEZONCO,19.310273,-99.071878,CALLE,CANDELARIOS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
70035,09NDI0123S,CENTRO DE DESARROLLO INFANTIL GOBIERNO DEL DISTRITO FEDERAL PURÍSIMA,19.354323,-99.074754,CALLE,HIDALGO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63701,09DPR0051V,GENARO GARCIA,19.311152,-99.073734,CALLE,CANDELABRO,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63700,09DJN0687N,CALLICATEPETL,19.310128,-99.071808,CALLE,DESPOSORIOS,7,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63699,09DPR1216U,INGENIERO ROBERTO GAYOL,19.310679,-99.071026,CALLE,CANDELABROS,19,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63698,09DJN1237Q,QUETZALLI,19.312265,-99.076619,CALLE,UNIDAD NACIONAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63697,09DPR5023G,SURINAME,19.314842,-99.074434,AVENIDA,ACCIÓN SOCIAL,29,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63696,09DJN1239O,HUITZITZILIN,19.292647,-99.069152,CALLE,MUICLE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63695,09DPR4185L,TEODORO A. DEHESA,19.303377,-99.082661,CALLE,ONCE,160,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63694,09DPR2795Z,JUAN RAMÓN JIMÉNEZ,19.306969,-99.080331,CALLE,10,69,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63693,09DML0043V,CAM NÚMERO 51,19.325113,-99.050555,AVENIDA,BENITO JUÁREZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63692,09DJN0857R,REPUBLICA DE CHECOSLOVAQUIA,19.327277,-99.044976,CALLE,VILLA FEDERAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63691,09DES0249Y,MÉXICO TENOCHTITLÁN,19.328161,-99.044026,CALLE,VILLA ELOISA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63690,09DJN1287Y,PROFESORA CAROLINA PINÚMERO CRUZ,19.325851,-99.052213,CALLE,PALMILLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63689,09DPR0005J,PROFESOR ANTONIO CEDEÑO,19.329863,-99.051101,CALLE,CANAL DE SUEZ,83,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63688,09DES0310L,PRESIDENTES DE MÉXICO,19.331481,-99.054099,CALLE,CANAL DE PANAMÁ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63687,09DJN0945L,PILLI,19.328652,-99.059836,CALLE,JESÚS GARIBAY,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63686,09DJN0041Y,VEKANI,19.334468,-99.050079,CALLE,AGUSTÍN MELGAR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63685,09DJN0741R,CUICUICANI,19.331273,-99.042058,CALLE,VILLE REY,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63684,09DST0113C,ESCUELA SECUNDARIA TECNICA 113,19.335351,-99.041174,CALLE,VILLA ATUEL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63683,09DPR2865D,GENOVEVA CORTES,19.334784,-99.041749,CALLE,VILLA ASCASURI,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63682,09DJN0449M,ITZURI,19.341667,-99.036371,CALLE,FRANCISCO JAVIER MINA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63681,09DPR1295X,GREGORIO MARÍAS,19.340035,-99.040204,CALLE,BENITO JUÁREZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63680,09DJN0407N,TEOLINCACIHUATL,19.333361,-99.073408,CALLE,NAUTLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63679,09DJN1120R,TLAYOLTZIN,19.330815,-99.064409,CALLE,RÍO COATZACOALCOS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63678,09DJN0300V,GENERAL FRANCISCO VILLA,19.339446,-99.06002,CALLE,TOMÁS URBINA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63677,09DJN1113H,PROFESORA NIEVES ZEDILLO GONZÁLEZ,19.345635,-99.067547,CERRADA,DE LUIS LARA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63676,09DJN1311H,EHECATL,19.315478,-99.087936,CALLE,TÉCNICOS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63675,09DJN1008X,AHUILIZTLI,19.318251,-99.085232,CALLE,CINEMATOGRAFISTAS,121,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63674,09DJN1344Z,ANAYANTZIN,19.328456,-99.082503,CALLE,CATARROJA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63673,09DCO0007G,INTERNADO INFANTIL GUADALUPANO A.C.,19.324861,-99.089326,CALLE,REFORMA,471,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63672,09DES0226N,ESTADO DE VERACRUZ,19.326834,-99.100185,CALLE,EMILIANO ZAPATA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63671,09DPR1320F,EMILIANÚMERO ZAPATA,19.324735,-99.101071,CALLE,PRÓSPERO GARCÍA,54,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63670,09DPR1242S,MARTIRES DE LA REFORMA,19.332007,-99.10905,CALLE,PRESIDENCIA,43,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63669,09DJN0450B,JACARANDAS,19.345667,-99.05139,CALLE,INGENIERO GUILLERMO GONZÁLEZ CAMARENA,75,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63668,09DJN0954T,MARIA CRUZ MANJARREZ,19.348143,-99.058318,AVENIDA,ANTONIO HIDALGO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63667,09DJN0445Q,GUILLERMO GRIMM,19.354447,-99.055518,CALLE,PRIMERA DE MODESTO LECHUGA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63666,09DST0053E,ESCUELA SECUNDARIA TECNICA 53,19.346048,-99.038562,CALLE,31,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63665,09DPR2903Q,REPUBLICA POPULAR DE POLONIA,19.345171,-99.039043,CALLE,31,25,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63664,09DJN0382V,CUBA,19.350334,-99.041288,CALLE,39,135,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63663,09DJN0380X,BELGICA,19.346501,-99.043307,CALLE,47,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63662,09DJN0068E,POPOL VUH,19.379062,-99.110977,AVENIDA,SANTA MARÍA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
63661,09DJN0112B,PROFESOR BALDOMERO SAMANÚMERO MUÑOZ,19.369789,-99.123765,CALLE,ARQUEÓLOGOS,106,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63660,09DJN0732J,CANADA,19.375534,-99.131792,CALLE,LABORISTA,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63650,09DJN0389O,JUVENTINÚMERO ROSAS,19.378628,-99.107484,CALLE,BIÓGRAFOS,119,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63648,09DJN0834G,REFUGIO SONI,19.369825,-99.106781,CALLE,SEGUNDA DE DOCE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63647,09DJN0383U,XOCHIPITZAHUAC,19.37141,-99.114169,CALLE,PROCURADORES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63639,09DJN1077T,DOCTOR LUIS CASTELAZO AYALA,19.396362,-99.049484,CALLE,JOSÉ TRINIDAD SALGADO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63637,09DJN1191L,DOCTOR ALFONSO ORTÍZ TIRADO,19.386771,-99.077111,CALLE,PLAZA GUARDIOLA,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63635,09DJN0931I,ALFONSO GARCIA ROBLES,19.383176,-99.087354,CALLE,RÍO TUXPAN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63634,09DJN0550A,CARLOS CHAVEZ,19.386482,-99.081458,CALLE,RÍO MIXTECO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63613,09DJN0227C,LEÓN FELIPE,19.350017,-99.066948,CALLE,ALBERTO M. GONZÁLEZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63612,09DJN0362H,CITLALTEPETL,19.342124,-99.072367,CALLE,SERNA,2,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63611,09DJN1009W,MIXCOATL,19.338886,-99.083297,CALLE,CARRIL 11,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63610,09DPR1293Z,GUSTAVO A. MADERO,19.337721,-99.108074,CALLE,CUAUHTÉMOC,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63609,09DJN1250K,CUAUHTLAHUAC,19.35134,-99.100701,CALLE,ARROYO TLÁLOC,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63608,09DJN0337I,ANGELINA CORTES SILVA DE GAMBOA,19.354106,-99.109212,CALLE,SILOS,54,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63607,09DJN0156Z,NORIA DE LAS FLORES,19.353804,-99.062109,CALLE,BATALLONES ROJOS 205,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63606,09DJN0161K,MEZTLI,19.363251,-99.063504,CALLE,PRIMERO DE MANUEL CUEVAS,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63605,09DJN0365E,MIGUEL F. MARTÍNEZ,19.357282,-99.090421,CALLE,ESTRELLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63604,09DJN0943N,CUITLATITLA,19.326503,-99.100335,CALLE,EMILIANO ZAPATA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63603,09DDI0026J,CENDI SEP NO 26 ENRIQUE PESTALOZZI,19.366963,-99.110359,CALLE,ALFONSO TORO,1714,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63602,09DPR2270V,REPUBLICA DE MALI,19.360372,-99.128409,RETORNO,406,21,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63601,09DJN0353Z,TENIENTE SANTIAGO XICOTENCATL,19.359614,-99.127951,CALLE,ORIENTE 178,304,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63600,09DJN0182X,AMELIA BERNARD DE CASAS ALEMÁN,19.362002,-99.114153,CALLE,RADAMÉS GAXIOLA ANDRADE,436,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63599,09DJN1147Y,PATRIA NUEVA,19.367109,-99.113278,CALLE,ALFONSO TORO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63598,09DJN0680U,FERNANDO MONTES DE OCA,19.363417,-99.118849,CALLE,RODOLFO USIGLI,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63597,09DJN0666A,HEROES DE CHURUBUSCO,19.359459,-99.119366,CALLE,JORGE ENCISO,1303,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63596,09DJN0428Z,SUECIA,19.350146,-99.112977,CALLE,PAJARES,197,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63594,09DPR0111T,PROFESORA COLUMBA RIVERA,19.385701,-99.053334,AVENIDA,CONSTITUCIÓN DE APATZINGÁN,65,SIN NÚMERO,OPERBES,TERRESTRE,IMPLEMENTADO
63593,09DJN1112I,BATALLA DE PUEBLA,19.369296,-99.03127,CALLE,RAFAEL SALDAÑA,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63592,09DPR0029T,PROFESORA ALICIA MARTÍNEZ MONTOYA,19.373828,-99.023543,CALLE,LUIS GARCÍA,85,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63591,09DJN0107Q,CELESTIN FREINET,19.373176,-99.036808,CALLE,BATALLA DE CALVILLO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63590,09DJN0290E,EJERCITO DE ORIENTE,19.380838,-99.036165,CALLE,2,18,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63589,09DML0138I,DOCTOR ROBERTO SOLÍS QUIROGA,19.383194,-99.02465,CALLE,ENNA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63588,09DML0006R,CAM 29 PEDRO PONCE DE LEON,19.385038,-99.038654,NINGUNO,NINGUNO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63587,09DJN0229A,REPÚBLICA POPULAR DE POLONIA,19.366738,-99.091923,CALLE,PALACIO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63586,09DJN1238P,YOLLALIA,19.362222,-99.079187,CALLE,GAVILÁN,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63585,09DJN0784P,PROFESORA DOLORES PASOS,19.374119,-99.06532,CALLE,HIPERIÓN,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63584,09DPR2466G,LEANDRO VALLE,19.377364,-99.069932,AVENIDA,GUERRA DE REFORMA,38,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63583,09DJN0381W,MACUIZOCHITL,19.379179,-99.069924,CALLE,BATALLA DE LOMA ALTA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63582,09DPR5074N,PROFESOR JOSÉ SANTOS VALDÉS,19.318394,-99.041939,CALLE,YAQUI,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63580,09DJN1265M,CONTLE PAXQUI,19.330352,-98.975221,CALLE,PINO,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63579,09DPR5103S,IGNACIO MANUEL ALTAMIRANO,19.342112,-99.028051,CALLE,REFORMA AERONAÚTICA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63578,09DPR5094A,PROFESOR JUAN RAMÍREZ MÁRQUEZ,19.347783,-99.029221,CALLE,LEONA VICARIO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63577,09DJN1176T,NAHIBI,19.34093,-99.016619,CALLE,TEJOCOTES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63576,09DJN1308U,TSUTSUY,19.351394,-99.015449,CALLE,FLOR MARINA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63575,09DJN1109V,PARAJE DE ZACATEPEC,19.357019,-99.015361,CALLE,MORELOS,SIN NÚMERO,SIN NÚMERO,OPERBES,TERRESTRE,OPERACIÓN
63574,09DJN0757S,PROFESOR ARTURO PICHARDO,19.349558,-99.023522,CALLE,EJIDO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63573,09DST0081A,ESCUELA SECUNDARIA TECNICA 81,19.357134,-99.021758,AVENIDA,MÉXICO,22,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63572,09DPR1330M,CUAUHTEMOC,19.355544,-99.023985,AVENIDA,MÉXICO,22,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63571,09DJN1284A,PAPAKI,19.356007,-99.003665,CALLE,CUAUHTÉMOC,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63570,09DPR1246O,MARIANÚMERO HIDALGO,19.356373,-99.004436,CALLE,MOCTEZUMA,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63569,09DPR0053T,PROFESOR ENRIQUE GONZÁLEZ APARICIO,19.347604,-98.995076,AVENIDA,LAS TORRES,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63568,09DPR4017P,RAFAEL DONDE,19.349974,-98.997235,CALLE,BANDERA,18,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63567,09DPR5081X,MELCHOR OCAMPO,19.347781,-98.993003,AVENIDA,DE LAS TORRES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63566,09DJN1058E,CITLALPUL,19.354045,-98.992954,CERRADA,LÁZARO CÁRDENAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63565,09DJN0457V,GUILLERMO PRIETO,19.354958,-98.996901,CALLE,VALLE DE BRAVO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63564,09DPR2469D,PROFESOR RAFAEL LÓPEZ,19.366453,-98.994008,CERRADA,APATZINGÁN,9,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63563,09DPR2641W,FRANCISCO MARQUEZ,19.360948,-99.014411,AVENIDA,YUCATÁN,30,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63562,09DJN1055H,XOCOYOTL,19.351068,-98.990509,AVENIDA,BENITO JUÁREZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63561,09DJN0363G,ARTEMIO DEL VALLE ARIZPE,19.361675,-99.011564,CALLE,FRANCISCO SARABIA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63560,09DST0052F,ESCUELA SECUNDARIA TÉCNICA 52,19.363777,-98.995777,AVENIDA,CHILPANCINGO SUR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63559,09DJN0105S,ERMITA ZARAGOZA,19.364751,-98.997091,AVENIDA,CHILPANCINGO SUR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
63558,09DES0264Q,MIGUEL SERVET,19.364291,-98.994759,CALLE,CHILTEPANCINGO NORTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,OPERACIÓN
